cam,dtnt,BB,BO,TO,TB,TS,SB,Top.Roughness,Dist.FW,FPAR,Elevation,isothermal,Veg,Land.Use,Soil.Class
LH-S3-C4,11.2,1,0,0,0,0,14,11,684.8441162,0.330839962,766.8939209,0.500999093,Grassland,Reserve,4
LH-S3-C5,12.1,0,0,0,0,0,0,20,1187.763672,0.359543979,735.6938477,0.502222836,TallEuc,Reserve,4
LH-S3-C5_S1,12.1,0,0,0,3,0,0,20,1187.763672,0.359543979,735.6938477,0.502222836,TallEuc,Reserve,4
LH-S4-C1_S1,9.4,0,0,0,0,0,0,34,3486.281494,0.315102547,823.5392456,0.494251281,Woodland,Reserve,4
LH-S4-C1_S2-6,9.4,8,0,3,1,11,52,34,3486.281494,0.315102547,823.5392456,0.494251281,Woodland,Reserve,4
LH-S4-C2,9,30,0,0,0,0,11,18,2639.240479,0.290125847,758.824646,0.503963947,Rainforest,Reserve,4
LH-S4-C3,8.3,0,0,0,0,0,0,9,2585.586914,0.30207634,781.8154907,0.501628637,Grassland,Reserve,4
LH-S4-C3_S3,8.2,1,0,0,0,0,0,9,2585.586914,0.30207634,781.8154907,0.501628637,Grassland,Reserve,4
LH-S4-C4,7.4,0,0,0,0,0,0,23,2043.197876,0.279524267,793.4123535,0.503108084,Grassland,Reserve,4
LH-S4-C4_S1-2,7.4,2,0,0,11,0,4,23,2043.197876,0.279524267,793.4123535,0.503108084,Grassland,Reserve,4
LH-S4-C5,7.2,21,0,0,1,0,1,25,1232.990112,0.284329861,779.0024414,0.5040344,Grassland,Reserve,4
LH-S5-C2,3.4,0,0,0,0,0,0,35,1991.208984,0.3081204,806.7149048,0.501345515,TallEuc,Reserve,4
LH-S5-C2_S1,3.1,0,0,0,0,0,0,51,1169.916626,0.255196303,798.7404175,0.499325424,TallEuc,Reserve,4
LH-S5-C3,4.3,0,0,0,0,0,0,40,1892.706299,0.241990402,784.486084,0.50125581,TallEuc,Reserve,4
LH-S5-C3_S1,4.3,0,0,0,0,0,0,40,1892.706299,0.241990402,784.486084,0.50125581,TallEuc,Reserve,4
LH-S5-C4_S1,5.6,0,0,0,0,0,0,56,807.6209106,0.267672569,777.9254761,0.50228864,TallEuc,Reserve,4
LH-S5-C5,7.1,0,0,0,0,0,0,29,1661.207886,0.285951704,790.3497314,0.503798008,Grassland,Reserve,4
LH-S5-C5_S2-5,7.1,0,0,3,4,0,68,29,1661.207886,0.285951704,790.3497314,0.503798008,Grassland,Reserve,4
LH-S6-C1,5,8,0,0,53,0,15,41,1536.084595,0.316462427,804.3807373,0.502154768,Rainforest,Reserve,4
LH-S6-C2,5.6,0,0,0,0,0,0,69,926.3399048,0.291211635,825.0663452,0.503065348,Shurbland,Reserve,4
LH-S6-C2_S1,5.6,0,0,0,0,0,0,41,1536.084595,0.316462427,804.3807373,0.502154768,Rainforest,Reserve,4
LH-S6-C3,5.3,0,0,0,0,0,0,160,2189.80542,0.300953299,919.3786011,0.487217963,Rainforest,Reserve,4
LH-S6-C3_S1,5.3,0,0,0,6,0,1,160,2189.80542,0.300953299,919.3786011,0.487217963,Rainforest,Reserve,4
LH-S6-C4,5.7,2,0,0,27,1,9,54,3009.290283,0.327828765,921.8718262,0.494665593,TallEuc,Reserve,4
LH-S6-C5,5.3,11,0,0,54,0,18,76,2736.217773,0.300130159,869.3548584,0.496116757,TallEuc,Reserve,4
LH-S7-C1,7.3,0,0,0,0,0,0,103,961.7189331,0.253719538,792.0505371,0.505697608,Woodland,Reserve,8
LH-S7-C1_S1,7.4,0,0,0,0,0,1,103,961.7189331,0.253719538,792.0505371,0.505697608,Woodland,Reserve,8
LH-S7-C2,9.2,0,0,9,33,0,6,15,2104.522949,0.268329859,766.7521362,0.508867085,Shurbland,Reserve,4
LH-S7-C3,8.2,0,0,0,0,0,0,40,1753.308838,0.292069614,749.281189,0.510121822,Woodland,ModifiedNative,4
LH-S7-C3_S4,8.1,0,0,0,1,0,0,40,1753.308838,0.292069614,749.281189,0.510121822,Woodland,ModifiedNative,4
LH-S7-C4,5.2,0,0,0,0,0,0,41,1501.708374,0.262464523,799.3220215,0.506222785,TallEuc,ModifiedNative,8
LH-S7-C4_S1,6.9,0,0,0,0,0,0,18,1223.166016,0.265084058,781.1399536,0.506116629,Woodland,ModifiedNative,4
LH-S7-C4_S2-3,6.9,0,1,0,7,1,1,18,1223.166016,0.265084058,781.1399536,0.506116629,Woodland,ModifiedNative,4
LH-S7-C5_S1,6.9,0,0,0,0,0,0,12,656.9724731,0.314406574,785.9102783,0.508324683,Woodland,Reserve,4
LH-S8-C1_S1,9.7,0,0,0,0,0,0,24,2927.157471,0.307522088,795.3648682,0.508444786,TallEuc,ModifiedNative,4
LH-S8-C2,10.6,0,3,0,5,0,54,33,2572.128662,0.300131261,815.1279907,0.50539726,TallEuc,ModifiedNative,4
LH-S8-C3,10.4,0,0,0,0,0,0,58,1671.428955,0.293013602,784.2752075,0.507306159,TallEuc,ModifiedNative,4
LH-S8-C3_S1,10.4,0,0,0,0,0,0,58,1671.428955,0.293013602,784.2752075,0.507306159,TallEuc,ModifiedNative,4
LH-S8-C4,10.7,0,0,0,0,0,0,52,1010.415466,0.273642749,798.12854,0.506707966,TallEuc,ModifiedNative,4
LH-S8-C4_S1,10.7,0,0,0,0,0,0,52,1010.415466,0.273642749,798.12854,0.506707966,TallEuc,ModifiedNative,4
LH-S8-C4_S2-4,10.7,0,7,0,15,0,25,52,1010.415466,0.273642749,798.12854,0.506707966,TallEuc,ModifiedNative,4
LH-S8-C5,9.1,0,0,0,0,0,0,14,2060.584229,0.292360574,753.0930176,0.512578607,TallEuc,Reserve,4
LH-S8-C5_S1,9.1,0,0,0,0,0,0,14,2060.584229,0.292360574,753.0930176,0.512578607,TallEuc,Reserve,4
LH-S9-C1,8.8,0,0,0,0,0,0,22,5667.570313,0.247957706,736.8678589,0.51060915,TallEuc,ModifiedNative,4
LH-S9-C1_S1,8.1,0,0,0,0,1,4,42,6337.354004,0.27021879,891.2700806,0.497516423,Shurbland,ModifiedNative,4
LH-S9-C2,8.9,7,0,0,0,0,3,32,6008.177734,0.25104776,818.1461182,0.504740775,TallEuc,ModifiedNative,4
LH-S9-C3,9,0,0,0,0,0,0,15,5461.517578,0.258370847,733.9620972,0.511789262,TallEuc,ModifiedNative,4
LH-S9-C3_S1-2,9,0,0,0,0,0,0,15,5461.517578,0.258370847,733.9620972,0.511789262,TallEuc,ModifiedNative,4
MR-N1,6.2,10,0,0,1,0,0,76,10479.87793,0.212169409,243.6520691,0.505977929,TallEuc,Reserve,6
MR-N2,10.3,2,0,0,0,0,0,25,1538.197021,0.189506918,171.035141,0.506089747,Rainforest,Reserve,5
MR-N3,10.7,3,0,0,0,2,0,62,3066.098877,0.219393373,255.2573853,0.504136026,Grassland,ModifiedNative,11
MR-N4,5.3,1,0,0,0,0,0,18,8748.226563,0.186319798,205.466217,0.514079154,Woodland,ModifiedNative,4
MR-N5_S3-6,1.7,0,0,0,2,0,0,56,3640.294678,0.19363685,299.303894,0.506435931,Rainforest,Reserve,13
MR-S1-C1,11.8,1,0,0,27,0,25,102,3820.125977,0.183813587,333.8148804,0.509714305,Rainforest,Reserve,4
MR-S1-C2,11.9,1,0,0,35,0,34,70,3266.37085,0.188020468,322.4801941,0.514022648,Rainforest,Reserve,9
MR-S1-C3,11.4,0,0,0,26,0,27,57,1910.83313,0.192329332,238.1786346,0.518920183,Rainforest,Reserve,9
MR-S1-C4_S1,6.1,0,0,0,0,0,0,16,5427.862305,0.202288687,194.2415619,0.516162753,Shurbland,Reserve,4
MR-S10-C1_S2,3.1,0,0,0,0,0,0,61,3972.31665,0.191982239,265.5,0.507198691,Rainforest,Reserve,13
MR-S10-C1_S4-6,3.1,0,0,0,1,0,1,61,3972.31665,0.191982239,265.5,0.507198691,Rainforest,Reserve,13
MR-S10-C2,1.9,0,0,0,0,0,0,43,2890.342529,0.22499837,272.3782654,0.511201739,Rainforest,Reserve,13
MR-S10-C3_S1,3,0,0,0,0,0,0,21,3421.586426,0.234722078,129.6758881,0.51527077,Rainforest,ModifiedNative,4
MR-S10-C3_S2-4,3,5,0,0,12,0,1,21,3421.586426,0.234722078,129.6758881,0.51527077,Rainforest,ModifiedNative,4
MR-S10-C4_S2-6,3.7,10,0,0,10,0,1,102,2067.135254,0.218706191,106.1872711,0.516215444,Rainforest,ModifiedNative,4
MR-S10-C5_S1-6,4.8,5,0,0,14,0,6,102,2067.135254,0.218706191,106.1872711,0.516215444,Rainforest,ModifiedNative,4
MR-S2-C1,2.6,4,0,0,0,0,11,41,7834.415527,0.268432498,106.3048172,0.510535777,Grassland,Reserve,9
MR-S2-C2,3.4,0,0,0,1,0,7,37,8791.75293,0.295255214,159.6697693,0.508296549,Grassland,Reserve,9
MR-S2-C3_S1,4.2,0,0,0,0,0,0,18,8762.716797,0.313356638,129.5937653,0.510912716,Grassland,Reserve,9
MR-S2-C3_S2-3,4.2,1,0,0,0,0,15,18,8762.716797,0.313356638,129.5937653,0.510912716,Grassland,Reserve,9
MR-S2-C4,7,0,0,0,0,0,0,42,10344.32813,0.2179344,198.9571533,0.507980347,Woodland,Reserve,6
MR-S2-C4_S1,7,2,0,0,0,0,0,42,10344.32813,0.2179344,198.9571533,0.507980347,Woodland,Reserve,6
MR-S2-C5_S1,6.2,0,0,0,0,0,0,12,10440.37207,0.19886446,184.5525665,0.510887265,TallEuc,ModifiedNative,4
MR-S2-C5_S2-5,6.2,21,0,0,31,0,2,12,10440.37207,0.19886446,184.5525665,0.510887265,TallEuc,ModifiedNative,4
MR-S3-C1,10.2,0,0,0,0,0,0,25,1538.197021,0.189506918,171.035141,0.506089747,Rainforest,Reserve,5
MR-S3-C1_S1,10.5,0,0,0,0,0,0,25,1538.197021,0.189506918,171.035141,0.506089747,Rainforest,Reserve,5
MR-S3-C2_S1,10.2,0,0,0,2,0,0,30,1974.525757,0.230542809,172.0301666,0.505998313,Rainforest,Reserve,13
MR-S3-C3,8.3,18,0,0,13,0,0,9,3524.199707,0.222441435,145.0105743,0.508505583,TallEuc,Reserve,13
MR-S3-C4_S2-6,8,43,0,0,2,0,25,21,4982.182129,0.283428371,128.4261475,0.509217322,Grassland,Reserve,5
MR-S3-C5,6.1,2,0,0,0,0,5,17,6992.089355,0.211501673,100.2982788,0.510607064,TallEuc,Reserve,5
MR-S4-C1,10.2,16,0,0,7,0,1,23,6109.779297,0.297826201,237.1178741,0.50274545,Grassland,ModifiedNative,9
MR-S4-C3,11.7,2,0,0,7,0,4,38,7009.637695,0.26479283,186.1000519,0.505883634,Shurbland,Reserve,9
MR-S4-C3_S1,11.7,1,0,0,3,0,0,38,7009.637695,0.26479283,186.1000519,0.505883634,Shurbland,Reserve,9
MR-S4-C4,11.5,0,0,0,4,0,1,45,6015.22168,0.332912326,243.3996582,0.504158795,Grassland,Reserve,11
MR-S4-C5,11.5,0,0,0,0,0,2,19,5407.443848,0.284669697,223.2082367,0.50606823,Grassland,Reserve,11
MR-S5-C1_S1-5,13.2,12,0,0,7,0,9,19,4202.464844,0.222938001,266.6965027,0.500737906,Rainforest,ModifiedNative,11
MR-S5-C2_S2-3,12.2,0,0,0,5,0,2,52,4673.943848,0.321821898,250.2372742,0.50246489,Grassland,ModifiedNative,11
MR-S5-C3_S1-6,12.4,1,0,0,10,0,16,68,4056.918701,0.238950416,225.0144653,0.506598115,Grassland,Reserve,5
MR-S5-C4,13.7,0,0,0,0,0,0,23,2733.320801,0.313530654,191.544754,0.50814265,Grassland,Reserve,11
MR-S5-C5,12.7,8,0,0,34,0,10,43,2985.73877,0.212578535,249.611084,0.507711291,Woodland,Reserve,5
MR-S5-C5_S1,12.7,0,0,0,2,0,2,43,2985.73877,0.212578535,249.611084,0.507711291,Woodland,Reserve,5
MR-S6-C1,12.3,4,0,0,9,7,1,26,1253.037109,0.198889613,139.2128143,0.50939393,TallEuc,ModifiedNative,5
MR-S6-C1_S1,12.2,0,0,0,0,0,0,105,1491.533569,0.175729692,139.5469513,0.509044707,TallEuc,ModifiedNative,5
MR-S6-C2,2.9,0,0,0,0,0,0,37,7833.40332,0.29199475,227.8170624,0.508550823,Shurbland,Reserve,11
MR-S6-C4,9.8,0,0,0,0,0,0,25,1371.898926,0.334588736,167.9090424,0.507207215,Grassland,Reserve,11
MR-S6-C5,3,0,0,0,0,0,1,9,7100.083984,0.212698296,208.9003143,0.510367751,Woodland,Reserve,13
MR-S7-C1,5.4,3,0,0,1,0,13,23,8504.830078,0.178217575,230.6648254,0.512962937,TallEuc,ModifiedNative,4
MR-S7-C1_S1-4,5.4,0,0,0,0,0,1,23,8504.830078,0.178217575,230.6648254,0.512962937,TallEuc,ModifiedNative,4
MR-S7-C2,6.3,7,0,0,0,0,9,28,8339.213867,0.208301336,255.8946991,0.513155401,Woodland,ModifiedNative,4
MR-S7-C3,7.7,0,0,0,0,0,7,44,8255.489258,0.18567045,256.3773804,0.512471676,Woodland,Reserve,4
MR-S7-C4,8.9,5,0,0,0,0,14,107,8337.352539,0.190740019,302.801178,0.510770977,Rainforest,Reserve,13
MR-S7-C5,9,3,0,0,0,0,16,56,9012.645508,0.179748103,401.4338074,0.506388247,Rainforest,Reserve,13
MR-S7-C5_S1-2,9,3,0,0,1,0,3,54,9051.567383,0.18576023,362.4595642,0.508684516,Woodland,Reserve,13
MR-S8-C1,6.5,0,0,0,0,0,0,42,8967.605469,0.18543303,287.1777954,0.50875932,Woodland,ModifiedNative,4
MR-S8-C2,5.7,0,0,0,0,0,19,13,9039.900391,0.246985957,216.3197174,0.512476206,Grassland,ModifiedNative,4
MR-S8-C3,5.8,0,0,0,0,0,40,25,6886.431152,0.177407026,260.9604187,0.510968685,Rainforest,ModifiedNative,4
MR-S8-C3_S1,6,0,0,0,0,0,11,23,7256.529297,0.192906782,228.5330353,0.511612415,Grassland,ModifiedNative,4
MR-S8-C4,6.6,0,0,0,0,0,35,23,7665.494629,0.207441166,231.8851013,0.512554467,Human/Other,Plantation,4
MR-S8-C5,6.6,0,0,0,0,0,2,17,8509.451172,0.222783521,243.1497192,0.511925101,TallEuc,ModifiedNative,4
MR-S9-C3,4,3,0,0,0,0,0,94,4921.898926,0.187503234,315.4689636,0.508456886,Rainforest,Reserve,4
MR-S9-C4,3.2,12,0,0,1,0,9,16,4193.205078,0.194423676,322.2763672,0.511352956,Rainforest,Reserve,4
MR-S9-C4_S1,3.2,0,0,0,0,0,0,16,4193.205078,0.194423676,322.2763672,0.511352956,Rainforest,Reserve,4
MR-S9-C5,4.6,1,0,0,0,0,2,89,5759.243164,0.270296365,308.4315186,0.506553769,Human/Other,ModifiedNative,4
MR-S9-C5_S1-4,4.6,2,0,0,0,0,5,89,5759.243164,0.270296365,308.4315186,0.506553769,Human/Other,ModifiedNative,4
PW-N2,4,0,0,0,1,0,0,64,5774.570313,0.339091331,92.65460205,0.536231875,TallEuc,ModifiedNative,10
PW-N3,9.7,2,0,0,1,0,0,51,13969.7666,0.231276855,415.1583557,0.504220068,TallEuc,Plantation,4
PW-N4,22,0,0,0,1,0,0,41,25713.08594,0.257571131,191.510437,0.52658993,Woodland,Plantation,4
PW-S1-C1,7.1,0,0,0,24,0,14,92,8465.128906,0.194750845,86.98471832,0.530133426,Woodland,Reserve,10
PW-S1-C2,6.5,0,0,0,8,0,27,39,8193.795898,0.222704872,76.25311279,0.530303001,Woodland,Reserve,10
PW-S1-C2_S1,6.5,0,0,0,3,0,2,39,8193.795898,0.222704872,76.25311279,0.530303001,Woodland,Reserve,10
PW-S1-C3,7.4,7,0,0,7,0,3,77,9348.583984,0.391039819,118.4270248,0.522895038,TallEuc,Reserve,10
PW-S1-C4,5.7,0,0,0,8,0,14,27,8236.228516,0.225660786,62.98098755,0.532689691,TallEuc,Reserve,6
PW-S1-C5,4.6,0,0,0,10,0,10,32,8333.579102,0.218991473,51.80794525,0.530390799,Shurbland,Reserve,6
PW-S10-C1,21.6,0,0,0,45,0,0,83,20699.57227,0.222147152,420.6351624,0.512745082,TallEuc,Reserve,4
PW-S10-C2,20.8,1,0,0,5,0,0,67,19642.6543,0.201229841,307.9136047,0.517133951,TallEuc,Reserve,4
PW-S10-C3,20.5,0,0,0,8,0,5,190,17491.62891,0.225246757,272.9797058,0.528494895,TallEuc,Reserve,4
PW-S10-C4,21.6,0,0,0,0,0,0,105,23939.74805,0.223558664,368.0369873,0.509195745,TallEuc,Reserve,4
PW-S10-C4_S1,21.5,0,0,0,5,0,1,105,23939.74805,0.223558664,368.0369873,0.509195745,TallEuc,Reserve,4
PW-S10-C5,24.8,1,0,0,28,0,23,70,26290.64063,0.226867646,334.1721497,0.516515672,Woodland,Reserve,4
PW-S10-C5_S1,24.8,2,0,0,12,0,3,62,26275.2793,0.212170795,395.5872803,0.514166176,Woodland,Reserve,4
PW-S2-C1,4.2,0,0,0,2,0,11,27,6042.450684,0.353522569,41.78182602,0.533477664,TallEuc,Reserve,10
PW-S2-C2,4.5,2,0,0,2,0,43,35,7111.52002,0.221593797,43.65851212,0.533165574,TallEuc,Reserve,6
PW-S2-C3,2.4,0,0,0,4,0,49,8,5173.949707,0.205307066,40.37271881,0.532868505,Shurbland,Reserve,10
PW-S2-C4,2.7,0,0,0,0,0,5,43,5040.270508,0.211426467,64.52740479,0.530514896,TallEuc,Reserve,8
PW-S3-C1,5.8,0,0,0,21,0,14,29,9010.213867,0.195483446,83.52829742,0.536349118,TallEuc,Reserve,10
PW-S3-C2,4.7,0,0,0,0,0,0,200,7860.014648,0.185759529,153.7651215,0.528838277,TallEuc,ModifiedNative,10
PW-S3-C2_S1,6.3,1,0,0,5,0,11,112,8069.332031,0.182562903,250.9384918,0.514376998,TallEuc,ModifiedNative,8
PW-S3-C2_S2-4,6.3,6,0,0,0,0,5,112,8069.332031,0.182562903,250.9384918,0.514376998,TallEuc,ModifiedNative,8
PW-S3-C3,4.1,0,0,0,0,0,0,113,5687.680176,0.194419578,167.7954407,0.52592361,TallEuc,ModifiedNative,8
PW-S3-C3_S1-3,4.7,2,0,0,8,0,7,102,6786.730469,0.22095935,286.3173218,0.509114563,Woodland,Reserve,8
PW-S3-C4,3.4,0,0,0,0,0,3,40,6828.536621,0.209023237,88.26029205,0.536699116,Human/Other,ModifiedNative,10
PW-S3-C4_S1-3,3.5,0,0,0,0,0,1,40,6828.536621,0.209023237,88.26029205,0.536699116,Human/Other,ModifiedNative,10
PW-S3-C5_S1,2.9,0,0,0,0,0,0,145,4962.715332,0.203765363,137.019043,0.521608889,Woodland,Reserve,6
PW-S3-C5_S3-4,2.9,0,0,0,2,0,5,145,4962.715332,0.203765363,137.019043,0.521608889,Woodland,Reserve,6
PW-S4-C1_S1,6.3,0,0,0,0,0,2,102,11002.46973,0.213720322,185.7605438,0.52346772,Woodland,Reserve,8
PW-S4-C1_S2-6,5.6,16,0,0,0,0,0,38,13728.03027,0.210587516,208.9088898,0.522835791,TallEuc,ModifiedNative,8
PW-S4-C2_S1,6.2,0,0,0,0,0,0,106,10559.19238,0.193809241,211.3649597,0.522120297,TallEuc,ModifiedNative,8
PW-S4-C3,7,4,0,0,0,0,8,100,10916.88086,0.166684926,167.9904327,0.525211334,TallEuc,ModifiedNative,8
PW-S4-C3_S1,7,4,0,0,0,0,2,100,10916.88086,0.166684926,167.9904327,0.525211334,TallEuc,ModifiedNative,8
PW-S4-C4,5.4,0,0,0,0,0,2,19,11074.16992,0.1770695,131.4639282,0.529268563,Human/Other,Plantation,8
PW-S4-C5,6.3,29,0,0,8,4,33,29,12770.30664,0.186580241,255.219696,0.513417661,Human/Other,Plantation,8
PW-S5-C1,8.7,0,0,2,26,0,11,118,15484.99512,0.206040025,401.5893555,0.487262517,TallEuc,Reserve,8
PW-S5-C1_S1,8.7,0,0,0,0,0,0,118,15484.99512,0.206040025,401.5893555,0.487262517,TallEuc,Reserve,8
PW-S5-C2,6.9,10,0,0,1,0,12,56,14954.74219,0.243940338,237.3953247,0.520185411,TallEuc,Reserve,8
PW-S5-C3,6.7,10,0,0,0,0,2,40,14807.97461,0.219680741,146.4065094,0.530577958,TallEuc,Reserve,8
PW-S5-C4,5.9,1,0,0,0,0,0,43,13447.9834,0.189668939,160.163559,0.529073119,TallEuc,Plantation,8
PW-S5-C4_S1-4,5.9,0,0,0,0,0,0,43,13447.9834,0.189668939,160.163559,0.529073119,TallEuc,Plantation,8
PW-S5-C5_S2-7,7.7,0,0,2,0,0,0,38,12259.41602,0.200742394,199.3592377,0.530649722,Human/Other,Plantation,8
PW-S6-C1,8.8,6,0,2,2,0,11,60,13372.46973,0.219841957,367.4903259,0.508991361,TallEuc,Plantation,4
PW-S6-C2,10.1,0,0,0,0,0,0,80,13255.87598,0.223715931,316.872406,0.51572603,TallEuc,Plantation,4
PW-S6-C2_S1-4,10.1,6,0,0,5,0,3,80,13255.87598,0.223715931,316.872406,0.51572603,TallEuc,Plantation,4
PW-S6-C3,10.6,1,0,0,24,0,2,128,15317.2627,0.205314875,379.2415161,0.505093753,TallEuc,Reserve,8
PW-S6-C4,8.6,13,0,0,0,0,12,35,14161.09766,0.228076652,369.5783081,0.488405347,TallEuc,Plantation,4
PW-S6-C5,10.9,8,0,0,4,0,9,51,13909.10352,0.240179688,295.7995605,0.516705751,Grassland,Reserve,8
PW-S7-C1,12.9,0,0,0,0,0,0,133,14528.45703,0.23186475,508.4195862,0.487585336,TallEuc,ModifiedNative,8
PW-S7-C1_S1-4,12.9,6,0,0,0,0,3,133,14528.45703,0.23186475,508.4195862,0.487585336,TallEuc,ModifiedNative,8
PW-S7-C2,11.8,0,0,0,0,0,0,62,13445.85352,0.303206712,349.9599915,0.513132215,TallEuc,Plantation,8
PW-S7-C2_S1,11.8,0,0,0,0,0,0,62,13445.85352,0.303206712,349.9599915,0.513132215,TallEuc,Plantation,8
PW-S7-C3,11.4,18,0,0,8,0,6,85,12579.5293,0.211688817,553.1238403,0.48643893,TallEuc,Plantation,4
PW-S7-C3_S1,11.4,0,0,0,0,0,0,45,13375.24512,0.201671466,493.8531799,0.498487592,TallEuc,Plantation,4
PW-S7-C4_S1,11.6,4,0,0,3,0,8,176,13896.70215,0.257049829,624.8027954,0.483550578,Woodland,Reserve,4
PW-S7-C4_S3-S7,11.6,5,0,0,10,0,0,96,11661.36133,0.234341294,565.4747925,0.48082459,TallEuc,ModifiedNative,4
PW-S7-C5,8.3,0,0,0,0,0,0,46,11762.16211,0.232924923,605.5081177,0.481738687,TallEuc,ModifiedNative,4
PW-S8-C1,17.2,0,0,11,10,0,11,84,18182.32813,0.254046857,167.9198914,0.528287053,Human/Other,Plantation,8
PW-S8-C2,18.2,0,0,0,1,0,0,74,17970.63867,0.210492492,89.47857666,0.534593642,Human/Other,Plantation,8
PW-S8-C3,17.9,0,0,2,10,0,2,52,19015.21094,0.3179304,106.4280167,0.533488691,TallEuc,ModifiedNative,8
PW-S8-C4,18,4,0,3,13,0,5,13,19906.91992,0.237824678,88.902565,0.534415603,TallEuc,Reserve,8
PW-S8-C4_S1,18,0,0,0,0,0,7,13,19906.91992,0.237824678,88.902565,0.534415603,TallEuc,Reserve,8
PW-S8-C5,18.2,4,0,0,7,0,16,108,21481.58008,0.447140485,199.9403229,0.523809552,Rainforest,Reserve,4
PW-S9-C1,22.6,0,0,0,17,0,0,88,26703.125,0.235867783,225.937088,0.517195761,TallEuc,ModifiedNative,4
PW-S9-C1_S1,22.6,0,0,0,2,0,1,88,26703.125,0.235867783,225.937088,0.517195761,TallEuc,ModifiedNative,4
PW-S9-C2,21.9,2,0,0,14,0,42,43,25963.54883,0.272378802,188.4671936,0.524297833,Rainforest,ModifiedNative,4
PW-S9-C3,21.8,5,0,0,1,0,16,69,25235.54688,0.229637146,205.7205505,0.526749551,Rainforest,Reserve,4
PW-S9-C4,24,15,0,0,11,0,6,136,27150.34766,0.216808483,329.2831726,0.515282571,TallEuc,Reserve,4
PW-S9-C5,22.7,0,0,0,23,0,14,55,26466.14648,0.217444837,274.0379639,0.518130481,TallEuc,Reserve,8
SV-N1,7.7,0,1,0,0,0,1,44,6871.641602,0.21645008,265.1122437,0.523555338,Human/Other,Plantation,4
SV-N2,14,0,0,0,0,0,2,83,10263.41699,0.213941678,192.0936279,0.526874781,Woodland,Reserve,4
SV-N3,1.1,0,0,0,0,0,4,76,12485.47559,0.221277431,339.59729,0.526928008,TallEuc,ModifiedNative,4
SV-N4,10.1,0,0,0,0,0,0,85,6214.432129,0.310131341,512.3916016,0.500834286,TallEuc,ModifiedNative,4
SV-N5,7.6,0,0,0,0,0,0,119,14165.61035,0.232319877,397.3348694,0.519164979,TallEuc,Reserve,8
SV-S1-C1,4.8,0,0,0,5,0,18,94,5868.939453,0.208154917,547.2808838,0.50594604,TallEuc,Reserve,4
SV-S1-C2_S2-5,8.5,8,0,0,1,1,1,43,7722.277344,0.335447222,388.7438354,0.522692502,TallEuc,ModifiedNative,9
SV-S1-C3,3.8,1,0,0,0,0,2,119,11301.11719,0.183032602,463.1696472,0.515654743,Shurbland,ModifiedNative,9
SV-S1-C3_S1,7.3,0,0,0,0,0,0,121,5823.357422,0.199804336,501.9715576,0.509112537,TallEuc,Reserve,4
SV-S1-C3_S3-4,3.7,0,0,11,0,0,8,128,11209.93066,0.181956246,418.5492859,0.517561972,TallEuc,ModifiedNative,9
SV-S1-C4,5.4,0,0,0,0,0,2,104,12257.58887,0.249628857,447.8596497,0.517357528,Shurbland,ModifiedNative,8
SV-S1-C5,6.6,28,0,0,17,5,13,18,8652.72168,0.213046476,314.9302368,0.526995301,TallEuc,Reserve,9
SV-S10-C1,14.8,0,0,0,0,0,0,175,11151.24316,0.211590871,450.6302795,0.502430379,Woodland,ModifiedNative,4
SV-S10-C1_S1,14.8,0,0,0,0,0,0,175,11151.24316,0.211590871,450.6302795,0.502430379,Woodland,ModifiedNative,4
SV-S10-C2,15.5,0,0,0,0,0,0,38,12353.55762,0.195394605,389.5044556,0.507881641,Woodland,ModifiedNative,4
SV-S10-C2_S1,15.5,0,0,0,0,0,0,38,12353.55762,0.195394605,389.5044556,0.507881641,Woodland,ModifiedNative,4
SV-S10-C3,15.3,12,0,0,0,0,24,60,13593.09082,0.204725251,332.715271,0.518434227,Woodland,ModifiedNative,4
SV-S10-C4,13.9,0,0,0,3,0,4,74,11518.80664,0.209566146,286.7785034,0.522504807,Woodland,Reserve,4
SV-S10-C5,19.5,0,0,0,1,0,9,44,16482.87305,0.243963242,166.1186981,0.530724585,TallEuc,ModifiedNative,4
SV-S10-C5_S1,15.9,4,0,0,0,0,8,60,13593.09082,0.204725251,332.715271,0.518434227,Woodland,ModifiedNative,4
SV-S2-C1,2,0,1,5,8,0,29,51,13410.31055,0.336851418,733.2344971,0.491932541,TallEuc,Reserve,11
SV-S2-C2_S1-7,1.3,11,0,0,0,5,6,101,14376.2334,0.225419909,412.6332397,0.521958053,TallEuc,Reserve,8
SV-S2-C3,0.3,0,0,0,2,0,2,45,13008.37305,0.282333672,414.9860535,0.521893024,TallEuc,ModifiedNative,8
SV-S2-C4,6.2,0,0,0,0,0,0,103,15209.88281,0.198419556,463.3596497,0.512710392,Woodland,Reserve,8
SV-S2-C5,4.8,3,0,0,8,0,7,70,17027.40625,0.244190007,336.4913025,0.523915529,TallEuc,Reserve,8
SV-S2-C5_S1,4.8,1,0,0,3,0,2,70,17027.40625,0.244190007,336.4913025,0.523915529,TallEuc,Reserve,8
SV-S3-C1_S1,8.6,0,0,0,0,1,11,72,13118.96973,0.170624316,458.5272217,0.512004912,Rainforest,Reserve,8
SV-S3-C1_S2-8,8.6,0,0,0,2,1,8,72,13118.96973,0.170624316,458.5272217,0.512004912,Rainforest,Reserve,8
SV-S3-C2,8.3,0,0,0,19,11,15,26,12793.24023,0.175370842,519.2189941,0.510246277,TallEuc,Reserve,8
