"","cam","X","lon","lat","Land.Use","Veg","meanDiurnal","isothermal","meanTwetQ","meanTdryQ","precipseas","precipwarmQ","Elevation","FPAR","Pop.Density","Dist.FW","Dist.Road","Fire.Freq","Top.Roughness","dtnt","count_unique_cats","IDImg","unImg","IPC","Un.Est","Coat"
"104","60_1",104,147.6448,-41.2172,"Reserve","Woodland",9.57499980926514,0.505010545253754,6.69999980926514,15.1000003814697,0.33132603764534,189,427.098693847656,0.242095217108727,0,16559.919921875,0,0,110,3.9,NA,NA,NA,NA,NA,"B"
"105","60_2",105,147.62461,-41.23627,"Reserve","Rainforest",9.5091667175293,0.501802980899811,6.30000019073486,14.6999998092651,0.336496442556381,195,465.053039550781,0.191866472363472,0,16231.451171875,85.4713668823242,0,157,5.1,NA,NA,NA,NA,NA,"BB"
"106","60_3",106,147.5762,-41.23904,"Reserve","TallEuc",10.0708332061768,0.513818025588989,7.40000009536743,15.8000001907349,0.326249063014984,169,208.690902709961,0.307435095310211,0,19700.798828125,0,0,44,3.5,NA,NA,NA,NA,NA,"B"
"107","60_5",107,147.63393,-41.26401,"Modified","TallEuc",9.79749965667725,0.507116973400116,6.59999990463257,15,0.332159370183945,187,425.5,0.194808200001717,0,13618.439453125,0,0,31,6.7,NA,NA,NA,NA,NA,"TS"
"108","61_1",108,147.62662,-41.18233,"Reserve","TallEuc",9.86250019073486,0.516361236572266,8.5,16.6000003814697,0.297406703233719,146,109.966827392578,0.275518506765366,0,17635.541015625,0,0,41,1.2,NA,NA,NA,NA,NA,"TB"
"109","61_2",109,147.62078,-41.18638,"Reserve","TallEuc",9.86166667938232,0.5144322514534,8,16.2000007629395,0.311613470315933,159,167.636856079102,0.273888558149338,0,18709.841796875,0,0,68,1.5,NA,NA,NA,NA,NA,"B"
"110","62_1",110,147.62566,-41.1558,"Reserve","Woodland",9.76583290100098,0.516710758209229,8.80000019073486,16.8999996185303,0.283029496669769,139,94.7326812744141,0.317332834005356,0.530914723873138,15491.25390625,0,0,19,1.9,NA,NA,NA,NA,NA,"B"
"111","62_2",111,147.63134,-41.16298,"Reserve","Grassland",9.78666687011719,0.515358984470367,8.39999961853027,16.6000003814697,0.297830641269684,148,129.887176513672,0.314750194549561,0,16737.021484375,0,0,47,1.5,NA,NA,NA,NA,NA,"BB"
"112","62_3",112,147.63459,-41.16967,"Reserve","Grassland",9.78666687011719,0.515358984470367,8.39999961853027,16.6000003814697,0.297830641269684,148,129.887176513672,0.314750194549561,0,16737.021484375,0,0,47,1.3,NA,NA,NA,NA,NA,"BB"
"113","63_1",113,147.77044,-41.16297,"Reserve","TallEuc",9.42916679382324,0.508859515190125,8,16,0.29233855009079,171,249.626968383789,0.240033328533173,0,10942.0419921875,0,0,94,2.9,NA,NA,NA,NA,NA,"TB"
"114","63_2",114,147.76627,-41.15709,"Modified","TallEuc",9.45666694641113,0.510895013809204,8.30000019073486,16.3999996185303,0.283547133207321,160,175.205383300781,0.246865600347519,0,10622.7353515625,0,0,57,2.5,NA,NA,NA,NA,NA,"TB"
"115","63_3",115,147.77112,-41.15447,"Reserve","TallEuc",9.36916637420654,0.507813930511475,8,16,0.29260715842247,171,212.447128295898,0.243011504411697,0.351248860359192,10068.2822265625,0,0,92,2.5,NA,NA,NA,NA,NA,"TB"
"116","64_1",116,147.92319,-41.23797,"Modified","Rainforest",9.01333332061768,0.498249500989914,6.59999990463257,14.6999998092651,0.242789059877396,217,449.599761962891,0.207403585314751,0.0580460578203201,8136.76220703125,0,0,101,4.7,NA,NA,NA,NA,NA,"TS"
"117","65_1",117,147.94619,-41.28307,"Reserve","TallEuc",9.47999954223633,0.507766485214233,7.59999990463257,15.1999998092651,0.208808824419975,205,461.334045410156,0.208121135830879,0.0244262646883726,3697.3486328125,426.898834228516,0,141,5,NA,NA,NA,NA,NA,"B"
"118","65_2",118,147.92936,-41.28616,"Reserve","TallEuc",8.59083366394043,0.487008690834045,5.40000009536743,13.6000003814697,0.259294152259827,234,609.2822265625,0.203252643346786,0.217913344502449,5391.49462890625,517.317749023438,0,126,6.3,NA,NA,NA,NA,NA,"B"
"119","65_3",119,147.92868,-41.31023,"Reserve","Woodland",9.50833320617676,0.506840825080872,7.19999980926514,15,0.215286791324615,206,445.870971679688,0.216668277978897,0,5540.35986328125,106.276779174805,0,73,6.8,NA,NA,NA,NA,NA,"TB"
"120","66_1",120,148.04212,-41.2439,"Reserve","Woodland",9.15166664123535,0.507017552852631,8.19999980926514,15.6999998092651,0.174417048692703,216,261.317077636719,0.217290967702866,4.07606506347656,7083.9619140625,0,0,57,1.5,NA,NA,NA,NA,NA,NA
"121","67_1",121,148.10207,-41.20573,"Reserve","Woodland",8.92333316802979,0.509032130241394,9.19999980926514,16.3999996185303,0.166022762656212,209,144.427810668945,0.244144797325134,0,13787.3134765625,0,0,22,6.2,NA,NA,NA,NA,NA,"B"
"122","68_1",122,148.16412,-41.18313,"Reserve","Woodland",8.67166709899902,0.507708847522736,9.5,16.6000003814697,0.158489152789116,196,116.260551452637,0.30076014995575,0,15947.6826171875,244.046966552734,0,18,9.3,NA,NA,NA,NA,NA,"TB"
"123","68_2",123,148.16073,-41.19608,"Reserve","Grassland",8.72500038146973,0.508449912071228,9.5,16.6000003814697,0.156025409698486,198,120.667129516602,0.332969158887863,0,14929.2060546875,423.057464599609,0,24,9.1,NA,NA,NA,NA,NA,"B"
"124","68_3",124,148.15149,-41.21899,"Reserve","Shurbland",8.85083293914795,0.509547114372253,9.30000019073486,16.5,0.152472570538521,204,136.184783935547,0.310101896524429,0,13304.1552734375,168.169235229492,0,31,6.5,NA,NA,NA,NA,NA,"B"
"125","69_1",125,148.31254,-41.25687,"Reserve","Woodland",8.6966667175293,0.51551079750061,15.8000001907349,15.8999996185303,0.162883430719376,175,18.7264995574951,0.293099790811539,39.5187225341797,2214.72924804688,0,0,53,1.9,NA,NA,NA,NA,NA,"B"
"126","7_1",126,147.86968,-42.28216,"Modified","Woodland",9.67500019073486,0.519881784915924,11.6999998092651,13,0.14847756922245,153,354.774200439453,0.253053307533264,0,6205.01220703125,0,0,141,8.6,NA,NA,NA,NA,NA,"B"
"127","7_2",127,147.86622,-42.28685,"Reserve","Woodland",9.61999988555908,0.519158124923706,11.6999998092651,13,0.147878289222717,154,380.035797119141,0.303475230932236,0,7014.9716796875,0,0,73,8.4,NA,NA,NA,NA,NA,NA
"128","70_1",128,148.24521,-41.18808,"Reserve","TallEuc",8.5116662979126,0.50968062877655,10,16.8999996185303,0.158665761351585,178,47.1805877685547,0.25296887755394,0,11761.6650390625,0,0,29,2.8,NA,NA,NA,NA,NA,"B"
"129","70_2",129,148.21124,-41.11536,"Reserve","TallEuc",8.10666656494141,0.49825856089592,9.5,16.5,0.162507131695747,191,120.33154296875,0.245512455701828,0.154616862535477,16613.60546875,0,0,54,8.7,NA,NA,NA,NA,NA,"BB"
"130","73_1",130,147.76814,-41.05575,"Modified","Human/Other",8.84916687011719,0.50136923789978,8.39999961853027,16.2000007629395,0.277300804853439,161,194.918930053711,0.166523277759552,0,6524.56494140625,0,0,53,2.6,NA,NA,NA,NA,NA,"B"
"131","73_2",131,147.76767,-41.07344,"Modified","Human/Other",8.97833347320557,0.503834664821625,8.39999961853027,16.2999992370605,0.277914792299271,159,185.301208496094,0.187440440058708,0,7199.66845703125,0,0,15,3.3,NA,NA,NA,NA,NA,"B"
"132","73_3",132,147.77479,-41.05384,"Reserve","Woodland",8.85999965667725,0.502837657928467,8.60000038146973,16.3999996185303,0.268761724233627,155,160.008514404297,0.181400626897812,0,5853.7646484375,0,0,24,2.5,NA,NA,NA,NA,NA,"B"
"133","74_1",133,147.72441,-41.0728,"Reserve","Woodland",8.76249980926514,0.493940234184265,7.09999990463257,15.1000003814697,0.311003625392914,192,367.056671142578,0.259472787380219,0,10527.9970703125,0,0,81,3.6,NA,NA,NA,NA,NA,"B"
"134","74_2",134,147.73025,-41.06847,"Reserve","Human/Other",8.30166625976562,0.481256037950516,6.19999980926514,14.1999998092651,0.32149475812912,216,510.920745849609,0.19071438908577,0,9266.078125,104.813873291016,0,119,3.7,NA,NA,NA,NA,NA,"B"
"135","74_3",135,147.73211,-41.05025,"Modified","Human/Other",8.83666706085205,0.500661015510559,8.30000019073486,16.1000003814697,0.283246606588364,162,200.535781860352,0.168034583330154,0,8327.8046875,0,0,36,3.2,NA,NA,NA,NA,NA,"TB"
"136","75_1",136,147.67541,-41.0254,"Modified","Shurbland",8.91583347320557,0.504574596881866,8.80000019073486,16.6000003814697,0.267175763845444,144,136.913284301758,0.314478605985641,0,7290.826171875,54.0141258239746,0,16,7.4,NA,NA,NA,NA,NA,"BB"
"137","75_2",137,147.68203,-41.02234,"Reserve","Woodland",8.85166645050049,0.504081249237061,8.89999961853027,16.6000003814697,0.260762870311737,141,125.842575073242,0.292367279529572,0,8068.505859375,0,0,22,6.9,NA,NA,NA,NA,NA,"BB"
"138","75_3",138,147.70555,-40.98108,"Reserve","Woodland",8.60000038146973,0.500582098960876,9.10000038146973,16.7000007629395,0.248226433992386,138,118.862815856934,0.327576518058777,0,10587.7958984375,211.488220214844,0,70,7.5,NA,NA,NA,NA,NA,NA
"139","75_4",139,147.80774,-40.98978,"Reserve","Woodland",8.45083332061768,0.499458223581314,9.39999961853027,16.8999996185303,0.236128017306328,139,79.639289855957,0.29731497168541,0,4254.1298828125,0,0,21,6.1,NA,NA,NA,NA,NA,"BB"
"140","75_5",140,147.7982,-41.01508,"Reserve","Woodland",8.5533332824707,0.496997863054276,8.60000038146973,16.2999992370605,0.265659093856812,160,184.699188232422,0.313625365495682,0,2786.02319335938,0,0,43,3.6,NA,NA,NA,NA,NA,"BB"
"141","75_6",141,147.82182,-41.03029,"Reserve","Human/Other",8.60750007629395,0.501310408115387,9.19999980926514,16.7999992370605,0.246743023395538,148,102.103485107422,0.27008256316185,0,665.689880371094,377.909301757812,0,18,5,NA,NA,NA,NA,NA,"BB"
"142","76_1",142,147.53456,-40.99852,"Modified","Human/Other",8.9908332824707,0.509973526000977,9.5,17.2000007629395,0.23442530632019,119,16.8295516967773,0.310743629932404,0,504.389190673828,373.530975341797,0,20,5.9,NA,NA,NA,NA,NA,"TB"
"143","76_2",143,147.53955,-40.99534,"Modified","Human/Other",8.9908332824707,0.509973526000977,9.5,17.2000007629395,0.23442530632019,119,16.8295516967773,0.310743629932404,0,504.389190673828,373.530975341797,0,20,5.4,NA,NA,NA,NA,NA,"B"
"144","8_1",144,147.8865,-42.24879,"Modified","TallEuc",9.180832862854,0.510329842567444,10.8000001907349,12.1000003814697,0.145540133118629,163,550.494323730469,0.222198784351349,0,3812.02978515625,0,0,106,7.8,NA,NA,NA,NA,NA,"O"
"145","9_1",145,147.8878,-42.22851,"Reserve","TallEuc",8.97583293914795,0.505111634731293,10.3999996185303,11.6999998092651,0.142664283514023,173,606.853210449219,0.294859200716019,0,2254.2958984375,0,0,41,6.4,NA,NA,NA,NA,NA,"B"
"146","9_2",146,147.87837,-42.23556,"Reserve","TallEuc",9.05749988555908,0.506855070590973,10.5,11.8000001907349,0.144300803542137,169,596.083557128906,0.335790932178497,0,2460.681640625,0,0,53,6.3,NA,NA,NA,NA,NA,"TB"
"147","9_3",147,147.87358,-42.25146,"Reserve","TallEuc",9.10499954223633,0.508375227451324,10.6000003814697,12,0.145016863942146,166,603.066162109375,0.200992211699486,0,3460.77270507812,0,0,113,7.4,NA,NA,NA,NA,NA,"O"
"148","AF-N1",148,146.427826,-42.519185,"Modified","TallEuc",10.4916667938232,0.526690065860748,7.5,13.6999998092651,0.268740773200989,247,380.887420654297,0.26905569434166,0,7614.365234375,0,0,41,8.2,1,1,NA,1,NA,"TB"
"149","AF-N1_S4-5",149,146.427641,-42.519247,"Modified","TallEuc",10.4916667938232,0.526690065860748,7.5,13.6999998092651,0.268740773200989,247,380.887420654297,0.26905569434166,0,7614.365234375,0,0,41,8.2,NA,NA,NA,NA,NA,NA
"150","AF-N2",150,146.250942,-42.798159,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.4,NA,NA,NA,NA,NA,NA
"151","AF-N5",151,146.302994,-42.777184,"Modified","Woodland",9.39916706085205,0.511937201023102,6.5,13.6999998092651,0.262396335601807,321,426.012786865234,0.309708744287491,0,518.841430664062,28.2872543334961,0,90,20.7,1,1,NA,1,NA,"TB"
"152","AF-S1-C3",152,146.459922,-42.810384,"Reserve","Shurbland",9.2591667175293,0.504586756229401,5.69999980926514,13,0.239558935165405,306,501.177581787109,0.24038453400135,0,11316.3486328125,0,0,42,14.5,5,107,11,21.4,1,"TB"
"153","AF-S1-C3_S1",153,146.417503,-42.813296,"Reserve","Grassland",9.18666648864746,0.503931224346161,5.80000019073486,13.1000003814697,0.241732075810432,315,505.513977050781,0.240837842226028,0,8306.5302734375,847.768310546875,0,30,17.7,NA,NA,NA,NA,NA,"TB"
"154","AF-S1-C3_S2-3",154,146.458836,-42.80913,"Reserve","Shurbland",9.2591667175293,0.504586756229401,5.69999980926514,13,0.239558935165405,306,501.177581787109,0.24038453400135,0,11316.3486328125,0,0,42,14.5,3,5,NA,1.66666666666667,NA,"TB"
"155","AF-S1-C4",155,146.479752,-42.800226,"Reserve","Rainforest",9.06750011444092,0.499311685562134,5.30000019073486,12.6999998092651,0.231394961476326,302,577.439453125,0.223497748374939,0,13011.9833984375,46.779655456543,0,61,12.5,2,34,12,17,1,"TB"
"156","AF-S1-C4_S1",156,146.429611,-42.812129,"Reserve","TallEuc",9.33666706085205,0.507151901721954,5.90000009536743,13.1999998092651,0.244848728179932,309,497.174377441406,0.221992313861847,0,8958,127.90705871582,0,41,16.8,1,1,NA,1,NA,"TB"
"157","AF-S1-C5_S1",157,146.455578,-42.810746,"Reserve","Shurbland",9.2591667175293,0.504586756229401,5.69999980926514,13,0.239558935165405,306,501.177581787109,0.24038453400135,0,11316.3486328125,0,0,42,14.8,2,2,NA,1,NA,"O"
"158","AF-S10-C1",158,146.430401,-42.533415,"Modified","TallEuc",10.6075000762939,0.529052376747131,7.80000019073486,13.8999996185303,0.272757828235626,243,374.855438232422,0.181851640343666,0,7874.26318359375,0,0,10,6.7,3,25,31,8.33333333333333,4,"B"
"159","AF-S10-C1_S1",159,146.431395,-42.528834,"Modified","TallEuc",10.6008329391479,0.528719842433929,7.69999980926514,13.8999996185303,0.272254556417465,242,371.310424804688,0.248564049601555,0,8064.9140625,0,0,19,7.1,1,1,NA,1,NA,"BB"
"160","AF-S10-C2",160,146.427331,-42.518935,"Modified","TallEuc",10.4916667938232,0.526690065860748,7.5,13.6999998092651,0.268740773200989,247,380.887420654297,0.26905569434166,0,7614.365234375,0,0,41,8.2,4,6,42,1.5,28,"B"
"161","AF-S10-C3",161,146.425591,-42.506584,"Modified","Human/Other",10.5541667938232,0.527972340583801,7.59999990463257,13.6999998092651,0.270123958587646,245,378.574066162109,0.233315452933311,0,8104.45068359375,0,0,40,9.5,2,2,29,1,29,"B"
"162","AF-S10-C3_S1-3",162,146.425635,-42.506673,"Modified","Human/Other",10.5541667938232,0.527972340583801,7.59999990463257,13.6999998092651,0.270123958587646,245,378.574066162109,0.233315452933311,0,8104.45068359375,0,0,40,9.5,1,2,4,2,2,"B"
"163","AF-S10-C4",163,146.441656,-42.499483,"Modified","TallEuc",10.7741670608521,0.531270563602448,7.80000019073486,14,0.274989426136017,233,380.136322021484,0.19280569255352,0,10075.919921875,0,0,24,9.8,1,2,9,2,5,"B"
"164","AF-S10-C4_S1-2",164,146.441133,-42.499442,"Modified","TallEuc",10.7741670608521,0.531270563602448,7.80000019073486,14,0.274989426136017,233,380.136322021484,0.19280569255352,0,10075.919921875,0,0,24,9.8,NA,NA,25,NA,NA,"B"
"165","AF-S10-C5",165,146.450047,-42.494107,"Reserve","TallEuc",10.734167098999,0.530344188213348,7.69999980926514,13.8999996185303,0.273211717605591,230,391.411315917969,0.212832987308502,0,10720.58984375,0,0,150,10.2,2,8,30,4,8,"B"
"166","AF-S10-C5_S1-3",166,146.450036,-42.494172,"Reserve","TallEuc",10.734167098999,0.530344188213348,7.69999980926514,13.8999996185303,0.273211717605591,230,391.411315917969,0.212832987308502,0,10720.58984375,0,0,150,10.2,2,4,54,2,27,"B"
"167","AF-S2-C1",167,146.34181,-42.811579,"Modified","Woodland",9.12833309173584,0.504606604576111,6,13.1999998092651,0.247391611337662,329,458.112487792969,0.176252856850624,0,2349.18823242188,0,0,100,23.5,2,32,6,16,1,"BB"
"168","AF-S2-C1_S1",168,146.342421,-42.811938,"Modified","Woodland",9.12833309173584,0.504606604576111,6,13.1999998092651,0.247391611337662,329,458.112487792969,0.176252856850624,0,2349.18823242188,0,0,100,23.5,2,2,NA,1,NA,"BB"
"169","AF-S2-C1_S2",169,146.34242,-42.81194,"Modified","Woodland",9.12833309173584,0.504606604576111,6,13.1999998092651,0.247391611337662,329,458.112487792969,0.176252856850624,0,2349.18823242188,0,0,100,23.5,1,5,NA,5,NA,"TB"
"170","AF-S2-C2",170,146.329364,-42.798828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.7,3,5,24,1.66666666666667,15,"B"
"171","AF-S2-C2_S2",171,146.33459,-42.80664,"Modified","Woodland",9.44750022888184,0.512615323066711,6.59999990463257,13.8000001907349,0.263075768947601,310,384.423980712891,0.200828671455383,0,1603.73278808594,0,0,53,23.1,2,5,NA,2.5,NA,"TB"
"172","AF-S2-C3",172,146.335215,-42.791125,"Modified","Woodland",9.27250003814697,0.507803916931152,6.19999980926514,13.3999996185303,0.252982795238495,324,480.269409179688,0.1876490265131,0,1494.12194824219,0,0,74,23.3,3,11,22,3.66666666666667,6,"B"
"173","AF-S2-C3_S1",173,146.335819,-42.791268,"Modified","Woodland",9.27250003814697,0.507803916931152,6.19999980926514,13.3999996185303,0.252982795238495,324,480.269409179688,0.1876490265131,0,1494.12194824219,0,0,74,23.3,NA,NA,4,NA,NA,"B"
"174","AF-S2-C3_S2",174,146.3354,-42.79119,"Modified","Woodland",9.27250003814697,0.507803916931152,6.19999980926514,13.3999996185303,0.252982795238495,324,480.269409179688,0.1876490265131,0,1494.12194824219,0,0,74,23.3,NA,NA,4,NA,NA,"B"
"175","AF-S2-C4_S1",175,146.335345,-42.788353,"Modified","Woodland",9.27250003814697,0.507803916931152,6.19999980926514,13.3999996185303,0.252982795238495,324,480.269409179688,0.1876490265131,0,1494.12194824219,0,0,74,23.3,1,3,5,3,2,"B"
"176","AF-S2-C4_S2",176,146.33493,-42.78837,"Modified","Woodland",9.27250003814697,0.507803916931152,6.19999980926514,13.3999996185303,0.252982795238495,324,480.269409179688,0.1876490265131,0,1494.12194824219,0,0,74,23.3,NA,NA,3,NA,NA,"B"
"177","AF-S2-C4_S3-5",177,146.333566,-42.788379,"Modified","Woodland",9.27250003814697,0.507803916931152,6.19999980926514,13.3999996185303,0.252982795238495,324,480.269409179688,0.1876490265131,0,1494.12194824219,0,0,74,23.2,2,10,20,5,4,"B"
"178","AF-S2-C5",178,146.319896,-42.784835,"Reserve","Woodland",9.53750038146973,0.514705896377563,6.69999980926514,14,0.266721427440643,311,351.945129394531,0.430607914924622,0,241.508392333984,153.590362548828,0,3,22.1,2,11,55,5.5,10,"B"
"179","AF-S2-C5_S1-2",179,146.319875,-42.784735,"Reserve","Woodland",9.53750038146973,0.514705896377563,6.69999980926514,14,0.266721427440643,311,351.945129394531,0.430607914924622,0,241.508392333984,153.590362548828,0,3,22.1,NA,NA,2,NA,NA,"B"
"180","AF-S3-C1",180,146.295081,-42.76494,"Modified","Rainforest",9.44250011444092,0.513179361820221,6.59999990463257,13.8000001907349,0.264076918363571,324,384.974456787109,0.357169300317764,0,341.52978515625,0,0,152,20,2,6,10,3,4,"B"
"181","AF-S3-C2",181,146.288022,-42.757598,"Reserve","Woodland",9.50583362579346,0.514942228794098,6.69999980926514,13.8999996185303,0.26578351855278,326,331.804107666016,0.335882484912872,0,502.811614990234,376.537567138672,0,65,19.5,4,17,5,4.25,2,"TB"
"182","AF-S3-C2_S1",182,146.289021,-42.748607,"Modified","Woodland",9.46500015258789,0.513286352157593,6.59999990463257,13.8000001907349,0.263847053050995,329,340.459228515625,0.200474888086319,0,743.735473632812,256.264526367188,0,72,19.6,NA,NA,1,NA,NA,"B"
"183","AF-S3-C3",183,146.291921,-42.746766,"Modified","TallEuc",9.30833339691162,0.509208619594574,6.19999980926514,13.5,0.256336063146591,334,411.130859375,0.232307389378548,0,1241.17028808594,0,0,93,19.9,3,13,13,4.33333333333333,3,"B"
"184","AF-S3-C3_S1",184,146.296742,-42.742613,"Modified","TallEuc",9.30833339691162,0.509208619594574,6.19999980926514,13.5,0.256336063146591,334,411.130859375,0.232307389378548,0,1241.17028808594,0,0,93,20.3,NA,NA,1,NA,NA,"B"
"185","AF-S3-C4",185,146.293341,-42.73972,"Modified","Rainforest",9.27333354949951,0.508127868175507,6.09999990463257,13.3999996185303,0.253553181886673,338,397.238250732422,0.149858862161636,0,788.117248535156,0,0,104,20.1,3,4,5,1.33333333333333,4,"B"
"186","AF-S3-C4_S1-2",186,146.293505,-42.739419,"Modified","Rainforest",9.27333354949951,0.508127868175507,6.09999990463257,13.3999996185303,0.253553181886673,338,397.238250732422,0.149858862161636,0,788.117248535156,0,0,104,20.1,2,5,11,2.5,5,"B"
"187","AF-S3-C5",187,146.288277,-42.737439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.7,2,28,20,14,2,"TB"
"188","AF-S3-C5_S1-2",188,146.28864,-42.737037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.8,1,1,NA,1,NA,"TB"
"189","AF-S4-C1",189,146.255473,-42.67837,"Reserve","TallEuc",8.92749977111816,0.499860018491745,5.40000009536743,12.6000003814697,0.237736955285072,364,546.784484863281,0.170007452368736,0,2188.06469726562,45.2248420715332,0,105,19.5,8,74,NA,9.25,NA,"TB"
"190","AF-S4-C1_S1-2",190,146.255603,-42.678473,"Reserve","TallEuc",8.92749977111816,0.499860018491745,5.40000009536743,12.6000003814697,0.237736955285072,364,546.784484863281,0.170007452368736,0,2188.06469726562,45.2248420715332,0,105,19.5,4,26,NA,6.5,NA,"TB"
"191","AF-S4-C2_S1-3",191,146.24701,-42.661937,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9,3,55,NA,18.3333333333333,NA,"TB"
"192","AF-S4-C3",192,146.244747,-42.667331,"Reserve","Rainforest",9.39416694641113,0.511664867401123,6.19999980926514,13.5,0.257992655038834,356,468.402954101562,0.15454526245594,0,1308.32592773438,0,0,123,19.4,4,33,1,8.25,1,"TB"
"193","AF-S4-C3_S1",193,146.245766,-42.667875,"Reserve","Rainforest",9.39416694641113,0.511664867401123,6.19999980926514,13.5,0.257992655038834,356,468.402954101562,0.15454526245594,0,1308.32592773438,0,0,123,19.4,2,7,NA,3.5,NA,"BB"
"194","AF-S4-C4",194,146.254309,-42.655155,"Reserve","TallEuc",9.54416656494141,0.514510333538055,6.40000009536743,13.6000003814697,0.261528462171555,347,445.726684570312,0.177496775984764,0,1117.04321289062,0,0,94,19.8,1,1,1,1,1,"BB"
"195","AF-S4-C4_S1",195,146.253789,-42.656736,"Reserve","TallEuc",9.54416656494141,0.514510333538055,6.40000009536743,13.6000003814697,0.261528462171555,347,445.726684570312,0.177496775984764,0,1117.04321289062,0,0,94,19.9,1,1,NA,1,NA,"TB"
"196","AF-S4-C4_S2",196,146.25363,-42.65639,"Reserve","TallEuc",9.54416656494141,0.514510333538055,6.40000009536743,13.6000003814697,0.261528462171555,347,445.726684570312,0.177496775984764,0,1117.04321289062,0,0,94,19.9,2,4,NA,2,NA,"TB"
"197","AF-S4-C4_S3-4",197,146.253669,-42.656346,"Reserve","TallEuc",9.54416656494141,0.514510333538055,6.40000009536743,13.6000003814697,0.261528462171555,347,445.726684570312,0.177496775984764,0,1117.04321289062,0,0,94,19.9,3,10,NA,3.33333333333333,NA,"TB"
"198","AF-S5-C1",198,146.310665,-42.72369,"Reserve","Grassland",9.54249954223633,0.513589859008789,6.40000009536743,13.6999998092651,0.2607761323452,320,443.245361328125,0.256446927785873,0,1021.21722412109,631.1171875,1,19,20.6,3,17,46,5.66666666666667,9,"B"
"199","AF-S5-C1_S1-2",199,146.310738,-42.723654,"Reserve","Grassland",9.54249954223633,0.513589859008789,6.40000009536743,13.6999998092651,0.2607761323452,320,443.245361328125,0.256446927785873,0,1021.21722412109,631.1171875,1,19,20.6,3,4,6,1.33333333333333,5,"B"
"200","AF-S5-C2",200,146.310986,-42.722278,"Reserve","Woodland",9.61999988555908,0.515265107154846,6.5,13.8000001907349,0.262647598981857,318,380.615234375,0.268874555826187,0,1838.71240234375,72.5493545532227,1,25,20.4,3,6,22,2,11,"B"
"201","AF-S5-C2_S1-2",201,146.310937,-42.722869,"Reserve","Grassland",9.54249954223633,0.513589859008789,6.40000009536743,13.6999998092651,0.2607761323452,320,443.245361328125,0.256446927785873,0,1021.21722412109,631.1171875,1,19,20.5,2,3,11,1.5,8,"B"
"202","AF-S5-C3",202,146.279462,-42.707679,"Reserve","Woodland",9.44333362579346,0.512389242649078,6.40000009536743,13.6000003814697,0.260286420583725,339,474.431854248047,0.348110914230347,0,584.979064941406,456.126617431641,0,65,19.9,4,47,15,11.75,2,"TB"
"203","AF-S5-C3_S2",203,146.29855,-42.72081,"Reserve","TallEuc",9.44499969482422,0.511924147605896,6.30000019073486,13.6000003814697,0.258629560470581,332,408.884704589844,0.189691677689552,0,943.349670410156,0.154056414961815,0,54,20.9,1,1,1,1,1,"B"
"204","AF-S5-C4_S1-2",204,146.319398,-42.719338,"Reserve","Woodland",9.61999988555908,0.515265107154846,6.5,13.8000001907349,0.262647598981857,318,380.615234375,0.268874555826187,0,1838.71240234375,72.5493545532227,1,25,19.7,2,4,6,2,3,"B"
"205","AF-S5-C5_S1-2",205,146.326999,-42.719973,"Reserve","Woodland",9.59333324432373,0.514112174510956,6.30000019073486,13.6999998092651,0.260147392749786,317,400.894439697266,0.307963639497757,0,1846.13525390625,0,1,11,19.4,2,3,14,1.5,10,"B"
"206","AF-S5-C5_S3-5",206,146.326816,-42.719923,"Reserve","Woodland",9.59333324432373,0.514112174510956,6.30000019073486,13.6999998092651,0.260147392749786,317,400.894439697266,0.307963639497757,0,1846.13525390625,0,1,11,19.4,2,5,38,2.5,16,"B"
"207","AF-S6-C1",207,146.3116,-42.72057,"Reserve","Woodland",9.61999988555908,0.515265107154846,6.5,13.8000001907349,0.262647598981857,318,380.615234375,0.268874555826187,0,1838.71240234375,72.5493545532227,1,25,20.3,NA,NA,2,NA,NA,"B"
"208","AF-S6-C1_S1-3",208,146.332564,-42.721825,"Reserve","Woodland",9.55000019073486,0.512889385223389,6.19999980926514,13.5,0.256732046604156,317,430.869262695312,0.284507423639297,0,2126.302734375,184.871566772461,1,17,19.3,2,6,8,3,3,"B"
"209","AF-S6-C1_S4-5",209,146.332115,-42.721607,"Reserve","Woodland",9.55000019073486,0.512889385223389,6.19999980926514,13.5,0.256732046604156,317,430.869262695312,0.284507423639297,0,2126.302734375,184.871566772461,1,17,19.3,1,1,3,1,3,"B"
"210","AF-S6-C2_S1-2",210,146.338119,-42.723281,"Reserve","Woodland",9.50333309173584,0.512033045291901,6.19999980926514,13.5,0.255939185619354,318,416.321411132812,0.229685842990875,0,1387.40966796875,371.342620849609,1,37,19.1,2,9,24,4.5,6,"B"
"211","AF-S6-C2_S3",211,146.33804,-42.723204,"Reserve","Woodland",9.50333309173584,0.512033045291901,6.19999980926514,13.5,0.255939185619354,318,416.321411132812,0.229685842990875,0,1387.40966796875,371.342620849609,1,37,19.1,2,7,18,3.5,6,"B"
