camera,status,loc,ft,s0.date,s1.rd,s1.date,s1.pt,s2.rd,s2.date,s2.pt,s3.rd,s3.date,s3.pt,s4.rd,s4.date,s4.pt,s5.rd,s5.date,s5.pt,s6.rd,s6.date,s6.pt,s7.rd,s7.date,s7.pt,s8.rd,s8.date,s8.pt,,
39_4,0,b,w,19/11/2019,115,14/03/2020,o,128,21/07/2020,o,127,25/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
40_1,0,b,w,16/11/2019,54,15/03/2020,o,125,18/07/2020,c,130,26/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
40_2,0,b,w,16/11/2019,118,15/03/2020,o,96,18/07/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
41_1,0,g,w,16/11/2019,96,15/03/2020,o,125,18/07/2020,o,124,20/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
41_2,0,b,w,16/11/2019,117,15/03/2020,o,113,18/07/2020,o,125,20/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
41_3,0,g,w,16/11/2019,59,15/03/2020,o,87,18/07/2020,c,125,20/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
42_1,0,b,w,16/11/2019,113,15/03/2020,o,125,18/07/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
42_2,0,b,w,16/11/2019,117,15/03/2020,o,125,18/07/2020,o,125,20/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
42_3,0,b,w,16/11/2019,109,15/03/2020,o,125,18/07/2020,o,119,20/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
42_4,0,b,w,16/11/2019,118,15/03/2020,o,125,18/07/2020,o,125,20/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
42_5,0,b,w,16/11/2019,111,15/03/2020,o,125,18/07/2020,o,124,20/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
42_6,0,g,w,16/11/2019,125,15/03/2020,o,125,18/07/2020,o,101,20/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
43_1,0,b,w,15/11/2019,115,15/03/2020,o,125,18/07/2020,o,131,26/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
43_2,0,b,w,15/11/2019,117,15/03/2020,o,125,18/07/2020,o,107,26/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
43_3,0,b,w,15/11/2019,36,15/03/2020,o,125,18/07/2020,o,131,26/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
44_1,0,b,w,16/11/2019,102,17/03/2020,o,123,18/07/2020,c,126,22/11/2020,l,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
44_2,0,b,w,16/11/2019,103,17/03/2020,o,123,18/07/2020,o,127,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
44_3,0,g,w,16/11/2019,114,17/03/2020,o,77,18/07/2020,o,30,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
45_1,0,b,w,22/11/2019,114,18/03/2020,o,126,22/07/2020,o,101,24/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
45_2,0,b,w,22/11/2019,115,18/03/2020,o,126,22/07/2020,o,125,24/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
45_3,0,b,w,22/11/2019,115,18/03/2020,o,126,22/07/2020,o,124,24/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
46_1,0,b,w,22/11/2019,66,18/03/2020,o,126,22/07/2020,o,125,24/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
47_1,0,b,w,19/11/2019,102,14/03/2020,o,111,23/07/2020,h,124,25/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
47_2,0,b,w,19/11/2019,116,14/03/2020,o,131,23/07/2020,o,125,25/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
47_3,0,b,w,19/11/2019,96,14/03/2020,o,131,23/07/2020,o,125,25/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
48_1,0,g,w,28/11/2019,74,18/03/2020,o,61,23/07/2020,o,125,25/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
48_2,0,b,w,28/11/2019,60,18/03/2020,o,127,23/07/2020,o,67,25/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
48_3,0,b,w,28/11/2019,90,18/03/2020,o,129,25/07/2020,o,97,24/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
48_4,0,b,w,28/11/2019,105,18/03/2020,o,129,25/07/2020,h,122,24/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
48_5,0,b,w,28/11/2019,109,18/03/2020,o,126,25/07/2020,o,102,24/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
49_1,0,g,w,23/11/2019,107,18/03/2020,c,47,23/07/2020,o,124,24/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
49_2,0,b,w,23/11/2019,102,18/03/2020,o,87,23/07/2020,o,124,24/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
49_3,0,b,w,23/11/2019,94,18/03/2020,o,87,23/07/2020,o,100,24/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
50_1,0,b,w,23/11/2019,108,18/03/2020,o,127,23/07/2020,o,72,24/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
51_1,0,b,w,29/11/2019,NA,16/03/2020,o,123,20/07/2020,o,112,21/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
51_2,0,g,w,29/11/2019,54,16/03/2020,o,126,20/07/2020,o,124,21/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
51_3,0,b,w,29/11/2019,84,16/03/2020,o,126,20/07/2020,o,123,21/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
52_1,0,b,w,29/11/2019,79,20/03/2020,o,123,21/07/2020,o,124,23/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
52_2,0,b,w,29/11/2019,99,20/03/2020,o,123,21/07/2020,o,105,23/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
52_3,0,b,w,29/11/2019,106,20/03/2020,o,123,21/07/2020,o,125,23/11/2020,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
53_1,0,b,w,28/11/2019,89,18/03/2020,o,117,24/07/2020,o,122,23/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
53_2,0,g,w,28/11/2019,100,18/03/2020,c,127,23/07/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
53_3,0,b,w,28/11/2019,101,18/03/2020,c,127,23/07/2020,o,83,23/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
54_1,0,b,w,28/11/2019,103,20/03/2020,o,126,24/07/2020,o,122,23/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
54_2,0,b,w,28/11/2019,104,20/03/2020,h,126,24/07/2020,o,118,23/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
54_3,0,b,w,28/11/2019,61,18/03/2020,o,127,23/07/2020,o,123,23/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
55_1,0,b,w,21/11/2019,88,19/03/2020,o,127,24/07/2020,o,120,21/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
57_1,0,b,w,21/11/2019,106,19/03/2020,o,118,24/07/2020,o,3,21/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
57_2,0,g,w,21/11/2019,114,19/03/2020,c,127,24/07/2020,o,80,21/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
57_3,0,b,w,21/11/2019,65,19/03/2020,o,127,24/07/2020,o,120,21/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
58_1,0,b,w,22/11/2019,84,19/03/2020,h,128,25/07/2020,o,120,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
58_2,0,b,w,22/11/2019,105,19/03/2020,h,128,25/07/2020,o,63,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
59_1,0,b,w,22/11/2019,118,19/03/2020,o,109,24/07/2020,o,119,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
59_2,0,b,w,22/11/2019,71,19/03/2020,o,127,24/07/2020,o,121,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
59_3,0,b,w,22/11/2019,117,19/03/2020,o,127,24/07/2020,c,121,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
60_1,0,b,w,21/11/2019,118,19/03/2020,o,95,24/07/2020,o,121,21/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
60_2,0,b,w,21/11/2019,115,19/03/2020,o,123,24/07/2020,o,120,21/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
60_3,0,b,w,21/11/2019,100,19/03/2020,o,129,26/07/2020,o,118,21/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
60_4,0,b,w,22/11/2019,29,19/03/2020,o,110,24/07/2020,o,119,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
60_5,0,b,w,22/11/2019,41,19/03/2020,o,127,24/07/2020,o,66,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
61_1,0,b,w,21/11/2019,82,19/03/2020,o,119,21/07/2020,o,124,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
61_2,0,b,w,21/11/2019,78,19/03/2020,h,124,21/07/2020,o,123,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
61_3,0,b,w,21/11/2019,112,19/03/2020,c,129,26/07/2020,o,85,21/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
62_1,0,b,w,21/11/2019,69,17/03/2020,o,73,20/07/2020,o,47,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
62_2,0,g,w,21/11/2019,28,17/03/2020,o,125,20/07/2020,o,125,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
62_3,0,g,w,21/11/2019,87,17/03/2020,o,125,20/07/2020,o,124,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
63_1,0,b,w,21/11/2019,116,17/03/2020,o,29,19/07/2020,o,125,21/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
63_2,0,b,w,21/11/2019,107,17/03/2020,o,123,19/07/2020,o,111,21/11/2020,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
63_3,0,b,w,21/11/2019,102,17/03/2020,o,122,19/07/2020,o,125,21/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
64_1,0,b,w,22/11/2019,33,16/03/2020,o,131,25/07/2020,o,120,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
65_1,0,g,w,24/11/2019,54,16/03/2020,o,130,25/07/2020,o,44,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
65_2,0,b,w,23/11/2019,107,16/03/2020,o,11,25/07/2020,o,120,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
65_3,0,b,w,22/11/2019,103,16/03/2020,o,131,25/07/2020,o,119,22/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
66_1,0,b,w,17/11/2019,114,16/03/2020,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
67_1,0,g,w,17/11/2019,112,16/03/2020,c,125,19/07/2020,o,124,20/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
68_1,0,g,w,17/11/2019,119,15/03/2020,o,126,19/07/2020,o,124,20/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
68_2,0,b,w,17/11/2019,91,15/03/2020,o,126,19/07/2020,o,123,20/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
68_3,0,b,w,17/11/2019,26,15/03/2020,o,126,19/07/2020,o,123,20/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
69_1,0,b,b,17/11/2019,115,15/03/2020,o,126,19/07/2020,o,124,20/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
70_1,0,b,w,17/11/2019,110,15/03/2020,o,126,19/07/2020,o,124,20/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
70_2,0,g,w,17/11/2019,116,15/03/2020,o,126,19/07/2020,o,104,20/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
70_3,0,g,w,17/11/2019,113,15/03/2020,o,126,19/07/2020,l,124,20/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
70_4,0,b,w,17/11/2019,111,15/03/2020,c,126,19/07/2020,c,125,20/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
70_5,0,b,w,17/11/2019,100,15/03/2020,o,126,19/07/2020,o,84,20/11/2020,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
72_1,0,b,w,17/11/2019,108,16/03/2020,o,125,19/07/2020,o,118,20/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
72_2,0,g,w,17/11/2019,116,16/03/2020,o,125,19/07/2020,o,112,20/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
73_1,0,b,w,20/11/2019,112,16/03/2020,o,126,20/07/2020,c,93,23/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
73_2,0,b,w,20/11/2019,109,16/03/2020,o,126,20/07/2020,o,105,23/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
73_3,0,b,w,20/11/2019,117,16/03/2020,l,126,20/07/2020,o,126,23/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
74_1,0,b,w,20/11/2019,116,17/03/2020,o,125,20/07/2020,o,112,24/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
74_2,0,b,w,20/11/2019,118,17/03/2020,o,49,20/07/2020,o,127,24/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
74_3,0,b,w,20/11/2019,117,16/03/2020,o,95,20/07/2020,o,127,24/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
75_1,0,b,w,20/11/2019,110,16/03/2020,o,126,20/07/2020,o,126,23/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
75_2,0,b,w,20/11/2019,94,16/03/2020,o,126,20/07/2020,o,124,23/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
75_3,0,b,w,20/11/2019,99,16/03/2020,o,125,20/07/2020,c,125,23/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
75_4,0,g,w,20/11/2019,98,16/03/2020,o,125,19/07/2020,o,127,23/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
75_5,0,g,w,20/11/2019,116,16/03/2020,o,125,19/07/2020,h,80,23/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
75_6,0,b,w,20/11/2019,105,16/03/2020,o,125,19/07/2020,o,127,23/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
76_1,0,b,w,20/11/2019,112,16/03/2020,c,126,20/07/2020,o,124,21/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
76_2,0,g,w,20/11/2019,115,16/03/2020,o,126,20/07/2020,o,124,21/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
76_3,0,g,w,NA,NA,NA,NA,NA,20/07/2020,NA,124,21/11/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-01-B,0,r,b,24/08/2020,26,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-01-I,0,f,i,24/08/2020,26,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-01-W,0,b,w,24/08/2020,26,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-02-B,0,r,b,28/08/2020,22,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-02-I,0,f,i,28/08/2020,22,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-02-W,0,b,w,28/08/2020,22,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-03-B,0,r,b,27/08/2020,23,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-03-I,0,f,i,27/08/2020,23,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-03-W,0,b,w,27/08/2020,23,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-04-B,0,r,b,27/08/2020,23,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-04-I,0,f,i,27/08/2020,23,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-04-W,0,b,w,27/08/2020,23,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-05-B,0,r,b,24/08/2020,26,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-05-I,0,f,i,24/08/2020,26,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-05-W,0,b,w,24/08/2020,23,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-06-B,0,r,b,24/08/2020,26,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-06-I,0,f,i,24/08/2020,26,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-06-W,0,b,w,24/08/2020,26,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-07-B,0,r,b,24/08/2020,26,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-07-I,0,f,i,24/08/2020,26,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-07-W,0,b,w,24/08/2020,26,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-08-B,0,r,b,27/08/2020,23,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-08-I,0,f,i,27/08/2020,23,19/09/2020,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-08-W,0,b,w,27/08/2020,17,19/09/2020,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-09-B,0,r,b,27/08/2020,23,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-09-I,0,f,i,27/08/2020,23,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-09-W,0,b,w,27/08/2020,23,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-10-B,0,r,b,27/08/2020,23,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-10-I,0,f,i,27/08/2020,23,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-10-W,0,b,w,27/08/2020,23,19/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-11-B,0,r,b,28/08/2020,23,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-11-I,0,f,i,28/08/2020,23,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-11-W,0,b,w,28/08/2020,21,20/09/2020,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-12-B,0,r,b,25/08/2020,26,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-12-I,0,f,i,25/08/2020,26,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-12-W,0,b,w,25/08/2020,26,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-13-B,0,r,b,26/08/2020,25,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-13-I,0,f,i,26/08/2020,25,20/09/2020,c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-13-W,0,b,w,26/08/2020,25,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-14-B,0,r,b,25/08/2020,26,20/09/2020,h,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-14-I,0,f,i,25/08/2020,26,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
F-14-W,0,b,w,25/08/2020,26,20/09/2020,o,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
